date;hashtag;tweet;username;intent;emotion;Rand
23/06/2020 17:27;['#bansos', '#pringsewu'];dprd minta pekon transparan pengelolaan bansos bansos pringsewu ;haluan lampung;negative;anger;0,890992984
02/06/2020 06:09;['#indonesiaterserah'];yaa intinya solidaritas sistem pat bangsat indonesiaterserah ;;negative;anger;0,643836874
19/06/2020 10:31;['#bri', '#bansos', '#kpm', '#covid_19', '#coronavirus', '#lampostco'];kantor bri unit kecamatan setempat menjanjikan dana bantuan terdampak covid19 akan disalurkan mulai pekan depan bri bansos kpm covid19 coronavirus lampostco ;lampung post official;positive;love;0,506266552
06/06/2020 13:57;['#bansos', '#kpk'];teras berita seminggu peluncuran aplikasi bansos kpk terima 118 keluhan teraslampung ;teraslampung;negative;;0,230216245
11/07/2020 18:52;['#indonesiaterserah'];indonesiaterserah biarkan aku di rumah aja kamu yang bekerja ;yogesvaraib;positive;anger;0,040725801
05/06/2020 17:54;['#indonesiaterserah', '#manusiaterserah'];banyak orang lebih memikirkan solusi suatu masalah daripada mencari penyebabnya terlebih dahulu dan kebiasaan manusia sekarang bukan memecahkan ataupun memikirkan tapi membesarbesarkan indonesiaterserah atau manusiaterserah;  ;negative;sad;0,61749822
04/06/2020 06:04;['#bansos', '#bantuansosial', '#corona', '#covid19', '#blt', '#danadesa'];pemberian bansos sebagai respons adanya pandemi covid19 akan diperpanjang hingga desember 2020 bantuan diberikan dalam bentuk tunai yuk simak berita selengkapnya di sini bansos bantuansosial corona covid19 blt danadesa ;ddtcnews;positive;;0,481418103
01/06/2020 05:44;['#disiplinprotokolnewnormal', '#kebijakansemrawut', '#dirumahaja', '#indonesiaterserah'];atuser atuser ini penarikan dana bantuan kemaren covid skrg kemanusiaan mohon penjelasannya ini tanpa se izin konsumen penarikannya dan nilainya berubah kita lihat besok apa berubah lagi ga ya disiplinprotokolnewnormal kebijakansemrawut dirumahaja indonesiaterserah ;cheguezafrha;negative;sad;0,943542759
31/05/2020 01:46;['#indonesiaabnormal', '#indonesiaterserah'];gausah bingung om kritik itu biasa yg ngga biasa kritik terus yg ngeritik di tangkep indonesiaabnormal indonesiaterserah;aditya joe nugraha;negative;anger;0,204735603
11/06/2020 15:35;['#indonesiaterserah'];wtf indonesiaterserah ;son;negative;anger;0,026766199
19/06/2020 15:09;['#bansos', '#pilkada'];politisasi bansos covid19 di pilkada serentak meski menuai banyak kritikan pemilihan ;herdiansyah hamzah;negative;;0,728545183
25/05/2020 21:10;['#indonesiaterserah', '#janganmenyerah'];ayo semangat pasukan garda depan indonesiaterserah janganmenyerah biar segera cair insentifnya ;argus fs;positive;love;0,934165875
30/05/2020 10:09;['#bansos', '#corona'];wow ada pembengkakan jumlah penerima bansos tiyuh di tubaba jurtul ini justru ungkapkan hal mengejutkan atuser atuser bansos corona ;waktuindonesiaid promosi;positive;surprise;0,748561435
08/07/2020 04:34;['#covid19', '#bansos', '#sembako', '#dprdkabblitar', '#hulondalo', '#hulondaloid'];pengawasan dilapangan akan dilakukan dprd kabupaten blitar terhadap penyaluran bansos tahap ii covid19 bansos sembako dprdkabblitar hulondalo hulondaloid ;hulondaloid;positive;;0,359272297
13/06/2020 01:13;['#indonesiaterserah'];hedeh brp banyak sih dana yg digelontorkan pihak ttt utk isu jamuren spt ini mending buat bansos yekan indonesiaterserah ;wei  ;negative;anger;0,677857069
01/07/2020 10:40;['#mensos', '#kemensos', '#bansos', '#lampostco'];menteri sosial mensos juliari batubara membeberkan data kemiskinan yang tidak diperbarui sejak 2015 mensos kemensos bansos lampostco ;lampung post official;negative;;0,308088264
26/05/2020 14:42;['#teamkhusus', '#teamkeamanan', '#bansos', '#primetalkmetrotv', '#akimalamtvone', '#sapaindonesiamalam'];oke siip nanti mas kerahkan 300 anggota teamkhusus teamkeamanan mengawasi penyaluran bansos jika terbukti meminta donasi kpd masarkat baik lgsug or tdk lgsung team siap menarik kembali dana tsb lagi update berita primetalkmetrotv akimalamtvone sapaindonesiamalam;teamhumas;positive;;0,910938408
14/07/2020 12:45;['#kemensoshadir', '#juliaribatubara', '#kabinetindonesiamaju', '#bansos'];pastikan bansos tepat sasaran mensos audit ketat vendor penyedia komoditas sembako cc atuser atuser atuser kemensoshadir juliaribatubara kabinetindonesiamaju bansos;satriya mudha;positive;;0,726645352
23/05/2020 07:17;['#covid', '#bansos', '#idulfitri', '#indonesiaambyar'];gerakan persaudaraan muslim indonesia gpmi menggelar acara bakti sosial membagikan paket sembako dan masker di wilayah jakarta selatan covid19 bansos idulfitri indonesiaambyar pictwittercomxrptmxtvuq;randi radika;positive;love;0,862890365
03/06/2020 09:01;['#bansos'];kabar gembira pemberian bansos sebagai program jaring pengaman sosial selama pandemi corona diperpanjang hingga desember 2020 bansos ;detikfinance;positive;joy;0,505027512
14/07/2020 17:02;['#bansos', '#covid19'];polisi menyelidiki dugaan pemotongan dana bantuan sosial bansos terkait covid19 total mencapai 55 kasus tersebar di 12 provinsi modusnya bervariasi pemotongan untuk uang lelah hingga pengurangan timbangan sembako bansos covid19 ;detikcom;negative;;0,87195334
14/07/2020 06:19;['#kartuprakerja'];selain untuk para pencari kerja kartu prakerja juga diberikan kepada para pekerja atau buruh terkena phk dan yang dirumahkan yang butuh kompetensi kerja termasuk pelaku umkm terdampak covid19 kartuprakerja ;kbr;positive;love;0,236963981
14/06/2020 09:29;['#indonesiaterserah'];ahh jangan2 yg suruh pemerintahnya sendiri nih indonesiaterserah;rojer;negative;anger;0,951200969
08/06/2020 16:00;['#mncnewsroom', '#bansos'];50 persen masyarakat sebut pemberian bansos kurang tepat sasaran mncnewsroom bansos ;mnc newsroom;negative;anger;0,89535673
31/05/2020 15:23;['#indonesiaterserahpakde', '#indonesiaabnormal', '#indonesiaterserah'];kenapa banyak mall dibuka sedangkan tempat ibadah banyak yang di tutup ada yang tau jawabannya 1 ingin membunuh orang orang bodoh 2 lanjutkan isi sendiri indonesiaterserahpakde indonesiaabnormal indonesiaterserah;koko krunch;negative;anger;0,521776482
18/06/2020 02:49;['#siapdarisekarang', '#duniakerja', '#karier', '#officelife', '#kartuprakerja'];semangat terus ya kawan murid siapdarisekarang duniakerja karier officelife kartuprakerja ;sekolahmu;positive;love;0,995240106
31/05/2020 17:52;['#indonesiaterserah'];apakah psbb berlaku dibangsa ini indonesiaterserah ;sayyid alfi aulia ajilan az zakaria;negative;anger;0,434037363
30/06/2020 02:06;['#bansos', '#telurbusuk', '#depok'];jika dapat bansos segera cek apakah telur tidak busuk bansos telurbusuk depok ;radarnonstop;negative;;0,045642651
09/06/2020 05:19;['#bansos'];atuser mengubah bantuan pangan non tunai bpnt menjadi program sembako nilainya pun bertambah dari 110 ribu per keluarga penerima manfaat kpm per bulan menjadi 150 ribu per bulan perubahan ini dmembuat kpm dapat membelanjakan bantuan dengan lebih variatif bansos;kbr;positive;;0,138065785
10/06/2020 06:57;['#kemensos', '#kemensoshadir', '#gracebatubara', '#juliaribatubara', '#bansos'];kata grace batubara jadi kami membantu masyarakat kecamatan petir ini dimana saya mendapatkan informasi bahwa masih ada warga di sini yg memang belum mendapatkan bantuan sama sekali cc atuser kemensos kemensoshadir gracebatubara juliaribatubara bansos;satriya mudha;positive;love;0,979282235
05/07/2020 05:08;['#masapandemi', '#newwiee', '#renjun', '#normalpeople', '#normun', '#northcarolina', '#indonesiatanpapacaran', '#indobugil', '#indonesiaterserah'];tindak kekerasan kdrt meningkat selama pandemi masapandemi newwiee renjun normalpeople normun northcarolina indonesiatanpapacaran indobugil indonesiaterserah ;masbhe;negative;sad;0,700979259
04/06/2020 07:43;['#internetshutdown', '#indonesiaterserah', '#newnormalindonesia', '#psbb', '#lockdown', '#workout', '#jokowisilakanmundur', '#presidenstandupcomedy'];semoga saja new normal nggak bikin presiden blunder lagi internetshutdown indonesiaterserah newnormalindonesia psbb lockdown workout jokowisilakanmundur presidenstandupcomedy new normal sudah tersediakah fasilitasnya lewat atuser;dedy tw;negative;fear;0,179393512
23/05/2020 17:48;['#indonesiaterserah'];semangat buat yang takbiran semoga berkah jangan sampai indonesiaterserah pictwittercomalrez9lcdt;arisismaryanto;positive;love;0,418842355
29/05/2020 12:12;['#kpk', '#aplikasi', '#bansos', '#covid19', '#bosschaid'];cegah penyimpangan kpk luncurkan aplikasi jaga bansos kpk aplikasi bansos covid19 bosschaid ;bosschaid;positive;love;0,02677516
21/05/2020 12:44;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#bst'];mensos juliaribatubara 5 juta keluarga sudah terima bst cc kemensosri juaracommunity mensosri kemensos kemensoshadir juliaribatubara bansos bst;satriya mudha;positive;love;0,600420456
31/05/2020 00:27;['#indonesiaterserah', '#indonesiaabnormal'];ini yg bikin virus china leluasa masuk indonesia indonesiaterserah indonesiaabnormal ;spark san;negative;anger;0,88101934
14/07/2020 01:08;['#indonesiaterserah'];virus corona di indonesia kapan puncak pandemi akan terjadi setelah penerapan new normal bbc news indonesia kesalahan dari awal skrg no hope herd immunity takdir atuser indonesiaterserah ;staysave;negative;fear;0,458374224
09/06/2020 00:44;['#podcaster', '#podcasts', '#podcastindonesia', '#indonesiaterserah', '#indonesiaabnormal', '#indonesiamelawancovid19'];gue udah enggak ngerti lagi sampe dokter bisa menyalahkan pasien episode 1 pasien tidak jujur episode podcast bekal tidur podcast bagus podcaster podcasts podcastindonesia indonesiaterserah indonesiaabnormal indonesiamelawancovid19 ;podcast bekal tidur;negative;anger;0,485384109
30/05/2020 12:50;['#popop', '#projectpop', '#garagaracorona', '#dirumahaja'];popop udah pada nonton video klipnya kan sekarang kamu bisa dengerin gara gara corona di platform musik digital kesayangan kamu lho klik link di bio kami yaaa projectpop garagaracorona dirumahaja ;project pop;positive;joy;0,102818869
21/05/2020 13:09;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos', '#bst'];mensos penyaluran bst targetkan 83 juta penerima cc juliaribatubara kemensosri juaracommunity kemensos kemensoshadir juliaribatubara bansos bst;satriya mudha;positive;;0,679128909
05/06/2020 13:32;['#indonesiaterserah'];rumah adalah kebutuhan sekaranglah saatnya kalau mau hunting rumah di masa covid19 ini banyak fleksibilitas pembayaran dari developer seperti di avoca hills residence jagakarsa jakarta selatan indonesiaterserah ;avoca hillsresidence;positive;;0,607499271
27/05/2020 01:18;['#indonesiaterserah', '#kamimenyerah', '#tenagamedisindonesia'];indonesiaterserah bukan berarti kamimenyerah kami berusaha melakukan yang terbaik untuk indonesia stay safe semua tenagamedisindonesia ;ezharesnizar;positive;love;0,494104004
21/05/2020 12:50;['#kemensos', '#kemensoshadir', '#juliaribatubara', '#bansos'];pantau penyaluran bansos mensos pesan jangan beli rokok beli kebutuhan pokok cc juliaribatubara kemensosri kemensos kemensoshadir juliaribatubara bansos;satriya mudha;positive;love;0,696650139
01/06/2020 17:14;['#bansos', '#bltdanadesa', '#tangkot', '#sembako'];gembor2 doang bansos bltdanadesa tangkot hingga skarang sy dan warga lainya blm dpt sembako ;fakegojek ;negative;anger;0,229313296
08/07/2020 08:40;['#medan', '#edyrahmayadi', '#covid19', '#bansos'];mahasiswa di kota medan mempertanyakan kepada gubernur sumut edyrahmayadi bantuan pihak ketiga soal penanganan covid19 bansos ;whynote;negative;anger;0,991124233
30/05/2020 02:38;['#disiplinprotokolnewnormal', '#jkwresmikangenosida', '#beliikannelayan', '#dekatdihati', '#beliikannelayan', '#newnormalpulihkanekonomi', '#indonesiaterserah'];yg kuat bela yg lemah itu baru nkri harga matibetul apa ya disiplinprotokolnewnormal jkwresmikangenosida beliikannelayan dekatdihati beliikannelayan newnormalpulihkanekonomi indonesiaterserah;sugiono;positive;love;0,033304812
24/05/2020 07:43;['#indonesiaterserah', '#berartikamimenyerah'];saya dikdik taufiq nursebagai manusia yang penuh dosa mengucapkan hari raya idul fitri 1441 hijriah mohon di maafkan lahir dan bathintetap jaga kesehatan ya semuanyaindonesiaterserah bukan berartikamimenyerah pictwittercomwvkqmasvvs;taufiq nur;positive;love;0,66178799
07/06/2020 15:33;['#indonesiaterserah'];saudaraku mari lebih hati2 dan teliti untuk menjaga diri masa new normal inilah tantangan sebenarnya dari wabah ini nasib hidup kita ditangan kita indonesiaterserah ;mukhsin;negative;sad;0,088042837
21/05/2020 14:46;['#indonesiaterserah'];mereka ini melakukan perjalanan dinas ke desa2 sesuai arahan pemerintahindonesiaterserah ;golputers;positive;;0,06990282
24/06/2020 09:01;['#bansos', '#pandemi', '#bantuansembako', '#berita', '#nusabali', '#covid19'];10 juta keluarga akan terima beras bansos bansos pandemi bantuansembako berita nusabali covid19;nusabalicom;positive;love;0,203924564
29/05/2020 04:30;['#indonesia', '#pastibisa', '#indonesiaterserah', '#indonesiajanganterserah'];kepada teman2 di indonesia kamu pastibisa you will overcome this my dear friends indonesiaterserah indonesiajanganterserah ;   ;positive;love;0,352532216
17/06/2020 08:45;['#garagaracorona'];garagara sering make masker wajahku jadi belang kayak oreo anjir yang atas item yang bawah putih garagaracorona;cerufuck gorenk;negative;sad;0,803475489
23/05/2020 09:34;['#psbbjakarta', '#indonesiaterserah'];cakap bareng cerita menarik seputar psbb di jabodetabek lewat youtube psbbjakarta indonesiaterserah;cerita heru;positive;;0,074467086
02/07/2020 09:08;['#indonesiaterserah'];dan hestek tertinggi yang di tweet netijen indonesia mengenai covid selama pandemi adalah indonesiaterserah kredit dr sarini abdullah mstat ;mitra;negative;sad;0,52575923
28/06/2020 13:58;['#garagaracorona'];main di hutan hujanhujan efek dirumah kelamaan makanya jadi bosan garagaracorona ;robotrusak;negative;sad;0,819154059
11/06/2020 01:53;['#covid19', '#viruscorona', '#indonesiaterserah'];selama vaksin covid19 belum ada maka mau lockdown or psbb or new normal tetap sja ada terinfeksi viruscorona jd ngak usa gomong halu indonesiaterserah ;golputers;negative;anger;0,641714896
16/06/2020 14:29;['#indonesiaterserah'];akhirnya ya ntar muncul lagi indonesiaterserah karena udah pasrah aja ama keadaan memang bisa diupayakan tapi lebih banyak orang yang bodo amat daripada yang peduli jadi stay healthy and stayin alive folks;rafi anwar setiaji;negative;sad;0,926879892
16/06/2020 18:46;['#indonesiaterserah'];indonesiaterserah pokoknya gimana kabarnya orang2 yg nongkrong dan liburan selama psbb kemarin sebelum kasusnya drtirta ini banyak bos banyak yg lebih goblok dari drtirta kok gak di blow up juga krn doi influencet aja makanya cepet viralnya padahal mah bnyk yg lebih gblk ;mbul;negative;anger;0,463847895
04/06/2020 06:53;['#bansos', '#jabar'];penyaluran bansos di jabar masih terus dilakukan agar dapat membantu warga bansos atuser jabar;republikacoid;positive;;0,44374575
04/06/2020 10:37;['#bansoskemensos', '#bansos', '#tasik', '#tasikmalaya', '#covid?Ÿ¬19', '#covid_19', '#coronavirus', '#corona', '#news', '#kamismanis'];kelurahan sambongpari tasikmalaya bagikan 310 paket sembako dari kemensos bansoskemensos bansos tasik tasikmalaya covid19 covid19 coronavirus corona news kamismanis;ruang berita;positive;;0,876109109
24/06/2020 09:28;['#finroll', '#bulog', '#bansos'];bulog salurkan bansos beras 900 ribu ton hingga akhir tahun finroll bulog bansos ;finroll media;positive;love;0,878281405
28/06/2020 15:13;['#indonesiaterserah'];ini malah ada yang bagi bagi penghargaan makin banyak tenaga medis professional yang meninggal tertular covid19 lamalama habis lah makanya banyak yg ngotot minta psbb gak diperpanjang indonesiaterserah ;kiwi ;negative;anger;0,391212726
29/06/2020 06:27;['#jabar', '#bansos']; ada 70 ribu paket bansos dari pemprov jabar gagal diserahkan mau diberikan ke yayasan sosial jabar bansos;terasjabarid;negative;;0,458407839
03/06/2020 09:42;['#indonesiaterserah', '#terserah'];kenapa indonesiaterserahindonesia jangan terserah kita pasti bisa;devi wulandari;negative;sad;0,634010157
25/06/2020 02:30;['#jawamambu', '#keluargakrizt', '#bermain', '#newnormallife', '#garagaracorona'];mo kemana nengbawasikm ga kok ga pake maskerhehehehe jawamambu keluargakrizt bermain newnormallife garagaracorona ;jawamambu;negative;anger;0,271044946
23/05/2020 09:02;['#indonesiaterserah'];urusan pak ganjarpranowo banyakmencakup 1 prov jatengbuktinya tegal sudah selesai psbb pastinya krn berdasarkan data dan grafik yg bagusdi semarang semua terasa indonesiaterserah sejak bertahuntahun sebelum covid tolong dibantu;fx denny pradana;positive;;0,587140531
23/05/2020 11:33;['#tidakmudik', '#eidmubarak', '#eidmubarak', '#takbirannyadirumahaja', '#harirayaaidilfitri', '#stayathomeandstaysafe', '#bersamalawancorona', '#indonesiaterserah'];untuk semua warga 62 saya beserta keluarga kecil saya karena keluarga besar tidakmudik mengucapkan eidmubarak 1 shawwal 1441 hmohon maaf lahir dan batineidmubarak takbirannyadirumahaja harirayaaidilfitri stayathomeandstaysafe bersamalawancorona indonesiaterserah pictwittercomiyzrfgyw4g;    ;positive;joy;0,880500524
22/05/2020 00:25;['#indonesiaterserah'];banyak yang indonesiaterserah tapi ayola jangan menyerah warga juga ayola sadarr pemerintah juga membuat kebijakan yang baik kasian diluar sana banyak yang susah makan gagara pandemi ini turunkan ego kalian tingkat kan persatuan indonesia kita berjuang bareng yo;beta;positive;sad;0,366070055
30/05/2020 13:52;['#bansos', '#bantuansosial', '#covid19', '#covid_19', '#indonesiaindicator'];riset media indonesia indicator i2 periode 1 april hingga 25 mei 2020 mencatat ada 10 isu besar yang diangkat media mainstream online terkait bansos covid19 bansos bantuansosial covid19 covid19 indonesiaindicator;indonesiaindicator;negative;surprise;0,341633626
09/06/2020 11:41;['#pedulicovid', '#bansos'];siap meluncur pedulicovid19 bansos ;i p n;positive;love;0,808497394
22/05/2020 07:39;['#berkahadadirumah', '#orangkayagaktau', '#ramadhan', '#indonesiaterserah'];kakek penjual cilok menangis saat di kasih sembakoberkahadadirumah orangkayagaktau ramadhan indonesiaterserah rumahmkngratis cnnindonesia republikaonline kompasiana derrysulaiman jokowi detikcom angkasapura2 apairports officialnetnews trans7 hitamputiht7 pictwittercomcrrqfkldek;rumahmakangratis  aditya prayoga 081291000266;positive;love;0,75872247
29/06/2020 14:00;['#bansos', '#bst', '#bantuansosial', '#ptpos', '#pusat', '#kabtangerang', '#dprri', '#kemenkopmk', '#kemensos', '#provbanten', '#jayanti'];1178 warga jayanti terima bantuan covid19 dari pusat selengkapnya bansos bst bantuansosial ptpos pusat kabtangerang dprri kemenkopmk kemensos provbanten jayanti ;pemkab tangerang;positive;love;0,003471973
30/05/2020 07:40;['#indonesiaterserah', '#indonesiaabnormal'];sedang hidup di zaman darurat keadilan mungkin juga hancurnya tatanan indonesiaterserah indonesiaabnormal;maasbe;negative;anger;0,105131166
31/05/2020 15:17;['#indonesiaterserah'];pandemik indonesiaterserah;mt;negative;fear;0,128531883
10/06/2020 04:17;['#indonesiaterserah'];sebuah opini pribadi mengenai kesadaran masyarakat indonesia akan covid19 ternyata permasalahannya bukan hanya di covid tapi juga kebodohan kekal masyarakatnya sendiri indonesiaterserah sebuah thread bergambar ;andrian cedric;negative;anger;0,514455514
04/06/2020 10:20;['#bansos', '#bantuan', '#sd', '#smp', '#sma', '#pendidikan', '#sekolah'];satusatunya di indonesia bantuan untuk murid sdsma swasta selengkapnya ada disini bansos bantuan sd smp sma pendidikan sekolah ;jendela dewata;positive;;0,684617093
23/05/2020 07:32;['#indonesiajanganterserah', '#indonesiajanganmenyerah', '#indonesiamelawancovid19', '#indonesiaterserahsukasukakalian', '#indonesiaterserah', '#indonesiawhatever', '#indonesiasehat', '#indonesiabisa'];bersatu kita teguhbercerai kita runtuhindonesiajanganterserahindonesiajanganmenyerahindonesiamelawancovid19indonesiaterserahsukasukakalianindonesiaterserahindonesiawhateverindonesiasehatindonesiabisavclip untuk kita indonesia ;jaya ddcrownthecircus;positive;love;0,107072466
30/05/2020 13:52;['#bansos', '#bantuansosial', '#covid19', '#covid_19', '#indonesiaindicator'];presiden joko widodo jokowi merupakan figur teratas yang paling banyak disorot media terkait penyaluran bansos 20364 berita bansos bantuansosial covid19 covid19 indonesiaindicator;indonesiaindicator;positive;joy;0,608084835
13/06/2020 01:12;['#indonesiaterserah'];hoo makelar nih sdh ada yg jualan vaksin indonesiaterserah ;wei  ;negative;anger;0,017661975
03/06/2020 04:32;['#bansos', '#penganiayaan'];bansos penganiayaan seorang nenek dianiaya oleh ketua rt setelah mengajukan protes soal bansos yang didapatnya permasalahan tersebut merupakan buntut dari buruknya pendataan penerima bansos ;serambi indonesia;negative;anger;0,099171217
30/05/2020 05:48;['#jawabarat', '#kabbekasi', '#covid19', '#psbbbelumdilonggarkan', '#kapanberakhirya', '#bosan', '#indonesiaterserah'];saya sudah bosan di rumah udah 2bulan kami ingin kembali hidup normal jawabarat kabbekasi covid19 psbbbelumdilonggarkan kapanberakhirya bosan indonesiaterserah;arya vicious circle;negative;sad;0,275258033
04/06/2020 10:10;['#viralnenek', '#bansos', '#ditampar', '#rt', '#bogor'];viral nenek di bogor ditampar rt saat tanyakan bansos ini faktanya viralnenek bansos ditampar rt bogor ;melya kirana;negative;anger;0,951708732
01/07/2020 03:58;['#bansos', '#pandemi', '#corona', '#apbd'];sbnrnya anies tdk menyerah hny tdk ikhlas uangnya dibagikan utk bansos pandemi corona apalagi uang apbd dki dr awal sdh dijatah utk hal proyek tertentu mampus deh kalian semua yg coblos dia skrg rasakan susahnya ya allah binasakanlah pejabat yg abaikan warganya amin ;pembela setia presiden joko widodo jokowi;negative;anger;0,065361535
31/05/2020 03:50;['#covid', '#bansos'];cara cek bantuan bansos covid19 terbaru mudah sekali cek bansos covid 19 tahap selanjutnya penerima bantuan sosial bisa melihat dari aplikasi siksdataku atau baca covid bansos ;m yazidinniam;positive;joy;0,18837398
23/06/2020 10:01;['#bansos', '#lampung', '#lampostco'];inspektorat provinsi lampung telah melakukan klarifikasi melalui berita acara pemanggilan bap bansos lampung lampostco ;lampung post official;negative;;0,488278948
12/06/2020 15:07;['#ldr', '#garagaracorona'];ternyata jarak mengajarkan kita bahwa quality time berdua disaat lagi bisa ketemu tuh sungguh berarti ldr garagaracorona;linda ;negative;sad;0,632822903
24/05/2020 03:54;['#indonesiatawakal', '#indonesiaterserah'];indonesiatawakal bukan indonesiaterserah semanggat ya;kak roma;positive;love;0,563755246
17/06/2020 13:50;['#bansos'];pemerintah provinsi dki jakarta hanya ikut bersama pemerintah pusat menyalurkan bansos sembako khusus covid19 sampai juni 2020 bansos via atuser ;detikcom;positive;love;0,56351738
30/05/2020 10:33;['#bansos', '#jabar', '#covid19', '#askara'];dari informasi yang saya dapatkan dari pak mensos di jawa barat sudah mencapai 80 persen bantuan yang diberikan oleh pemerintah ujarnya kepada media bansos jabar covid19 askara selengkapnya ;askara;positive;joy;0,337484201
03/06/2020 11:12;['#dirumahaja', '#bacotsantuy', '#recehkantwitter', '#garagaracorona'];nilaiku tergantung sinyal hpku kalo sinyalnya nilaiku pasti dirumahaja bacotsantuy recehkantwitter garagaracorona;akutuevot;negative;sad;0,514411933
21/05/2020 06:05;['#indonesiaterserah', '#sukasukakalian', '#marhabanyaramadhan', '#pekerjaevent', '#staysafe', '#keepstrong', '#socialdistancing', '#jagajarak'];kalian bahagia aku ikut bahagia kok indonesiaterserah sukasukakalian marhabanyaramadhanpekerjaevent staysafe keepstrong socialdistancing jagajarak ;rita siak;positive;love;0,160009009
11/06/2020 08:51;['#wartatasik', '#beritaterkini', '#bansoscovid', '#tasikmalaya', '#covid19', '#corona', '#bansos'];realisasi bansos covid 19 kades tanjungpura data tumpang tindih wartatasik beritaterkini bansoscovid tasikmalaya covid19 corona bansos;redaksi wartatasikcom;negative;sad;0,694974461
03/06/2020 00:54;['#indonesiaterserah'];terserah terserah lo maunya apa ya udah terserah terserah gue ikutin aja indonesiaterserah;peace;negative;anger;0,564712784
02/07/2020 15:48;['#indonesiaterserah'];hastag indonesiaterserah ini klo ga salah banyak dipake pas car free day jkt yang rame baangett itu bukan y;evie widiastuti;negative;sad;0,57053223
04/06/2020 03:42;['#bogor', '#viruscorona', '#bansos']; aniaya nenek karena bansos ketua rt soroti buruknya pendataan kerja sudah capek tapi disalahkan bogor viruscorona bansos;terasjabarid;negative;anger;0,331125042
25/05/2020 16:22;['#indonesiaterserah'];hebattt apresiasi untuk polisi indonesia indonesiaterserah;ciinjukz boys 98 ;positive;love;0,894120341
14/06/2020 17:31;['#indonesiaterserah'];beli ini buat ngojek ah kan udah new normal indonesiaterserah ;muhammad irfanw;negative;anger;0,479055261
03/06/2020 09:32;['#bansos', '#bansoskemensos'];nilai manfaatnya juga turun menjadi rp 300 ribu per bulan untuk periode juliseptember bansos bansoskemensos ;aly ahmad newnormal;negative;sad;0,120121146
30/05/2020 06:25;['#covid_19', '#kpk', '#bansos'];kpk memanfaatkan aplikasi jaga untuk memantau pembagian bansos selama wabah virus covid19 covid19 kpk bansos ;lampung post official;positive;love;0,5249698
28/06/2020 07:25;['#newsone', '#vivanews', '#bansos'];sebanyak 300 kilo gram telur ayam hasil bantuan sosial dari provinsi jawa barat ditemukan dalam kondisi membusuk di balai rakyat kecamatan sukmajaya depok baca selengkapnya klik newsone vivanews bansos ;tvonenews;negative;sad;0,004540839
07/07/2020 07:24;['#jabarnews', '#beritalokal', '#beritahiperlokal', '#jabarkini', '#harianjabar', '#jabartoday', '#beritajabar', '#jabarterkini', '#jabar', '#alumniakabri1989', '#bantuansembako', '#purwakarta', '#tni', '#polri', '#bansos', '#covid19'];alumni akabri 1989 salurkan bantuan sembako di purwakarta link jabarnews beritalokal beritahiperlokal jabarkini harianjabar jabartoday beritajabar jabarterkini jabar alumniakabri1989 bantuansembako purwakarta tni polri bansos covid19 ;jabar news;positive;love;0,083407653
02/07/2020 04:57;['#bansos'];ada pejabat eselon i di bappenas yang mendapat bansos ini nih biang kerok bansos bisa salah sasaran bansos via atuser ;detikcom;negative;anger;0,999515316
22/05/2020 18:09;['#indonesiaterserah']; sabarsabar ya untuk temanteman tenaga kesehatan tuhan menyertai selaluindonesiaterserah;samuel paduka;positive;love;0,609945205
03/07/2020 18:56;['#indonesiaterserah', '#indonesiakelewathebat'];perkembangab pandemik covid19 dari indonesiaterserah menjadi indonesiakelewathebat;love1958;negative;sad;0,728951004
05/06/2020 09:55;['#indonesiaterserah'];nggak ngerti lagi harus ngomong apa indonesiaterserah ;permisi;negative;anger;0,925741773
27/05/2020 18:02;['#indonesiaterserah'];kesian jugak tgok frontliner indonesia ni moga dipermudahkan urusan diorang indonesiaterserah;shahrilll;positive;love;0,003425524
20/06/2020 17:04;['#bansos', '#kemensos', '#garut', '#covid19', '#covid_19', '#covid', '#covid__19', '#corona', '#coronawarnapp', '#jabar', '#news', '#malamminggu'];waw asyik nih bantuan kemensos untuk warga terdampak covid19 diperpanjang sampai desember bansos kemensos atuser garut covid19 covid19 covid covid19 corona coronawarnapp jabar news malamminggu;ruang berita;positive;joy;0,011938985
27/05/2020 18:00;['#indonesiaterserah'];sedih pulak aku baca indonesiaterserah ni tau kesian semoga wabak ni cepat berlalu;syafiq jahari sj;positive;love;0,619823073
23/05/2020 03:49;['#indonesiaterserah'];wess dok terserah mereka intinya aku trus support kamu dan para dokter dokter lain yang berjuang demi indonesia tercinta melawan covid19 agar sehat selalu tetap semangat dok tirtahudhi indonesiaterserah aku cuman bisa bantu doa dan lewat karya ini pictwittercomljlyom179a;em g;positive;love;0,692346777
31/05/2020 18:13;['#newnormalpulihkanekonomi', '#newnormal', '#coronavirus', '#psbbkedodoran', '#videolucubanget', '#indonesiaterserah', '#indonesiaterserahpakdhe', '#dicium', '#videolucu'];indonesia terserah suka suka kalian saja newnormalpulihkanekonomi newnormal coronavirus psbbkedodoran videolucubanget indonesiaterserah indonesiaterserahpakdhe dicium videolucu;kobisagtuya;negative;anger;0,880451999
